timeTag,devDeep,cableOut,cableRelease,cableSpeed,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,DA1,DA2,DA3,DA4,HC1,HC2,wStatus,DI1,DI2,DI3,DI4,DO1,DO2
2020-06-20 14:55:44,346.3185817173549,474.1229160853795,2425.877057756697,5.080000059945243,-14.1429,-4.4286,1.2857,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:45,349.1749979654948,479.21192423502606,2420.7880859375,5.268333355585734,-14.1667,-4.1667,0.3333,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:46,352.7642822265625,484.4227861676897,2415.577218191964,4.89428574698312,-14.0000,-4.0000,0.8571,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:47,355.9933319091797,489.14625040690106,2410.853759765625,4.56166672706604,-14.1667,-4.5000,2.0000,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:48,359.4971444266183,493.6797659737723,2406.320242745536,4.670000076293945,-14.4286,-4.5714,1.1429,87.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:49,362.9783325195313,498.8924153645833,2401.1075846354165,5.150000095367432,-14.0000,-4.0000,1.5000,86.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:50,365.9783376057943,503.3076680501302,2396.692342122396,4.650000015894572,-14.1667,-4.1667,0.5000,87.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:51,369.19571358816967,508.1189357212612,2391.881033761161,4.921428544180734,-14.0000,-4.7143,-0.2857,87.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:52,372.173329671224,513.0036671956381,2386.996297200521,4.796666781107585,-14.0000,-4.5000,2.6667,87.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
2020-06-20 14:55:53,375.1349995930989,517.6572469075521,2382.3427734375,5.118333339691162,-14.3333,-4.1667,-0.3333,87.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,2,798786,25168504,0,0,0,7360,0
